student_course_year_semester_week_intervention,student_course_year_semester_week,student_id,reason_id,intervention_id,intervention_current_status,intervention_assignee,week_date_beginning,date_closed,intervention_age,current_week
10470_312546_2016_S1C_01_I32,10470_312546_2016_S1C_01,10470,R09,I32,Closed,miguel joseph,"Monday, 29 February 2016","Wednesday, 6 April 2016",37,
10470_312546_2016_S1C_01_I40,10470_312546_2016_S1C_01,10470,R09,I40,Closed,dustin christian,"Monday, 29 February 2016","Sunday, 6 March 2016",6,
10470_312853_2016_S1C_01_I33,10470_312853_2016_S1C_01,10470,R01,I33,Closed,ayanna christensen,"Monday, 29 February 2016","Thursday, 3 March 2016",3,
10473_312546_2016_S1C_01_I30,10473_312546_2016_S1C_01,10473,R09,I30,Closed,mila perry,"Monday, 29 February 2016","Wednesday, 6 April 2016",37,
10473_312546_2016_S1C_01_I31,10473_312546_2016_S1C_01,10473,R09,I31,Closed,natalie dale,"Monday, 29 February 2016","Thursday, 17 March 2016",17,
10473_312546_2016_S1C_01_I32,10473_312546_2016_S1C_01,10473,R09,I32,Closed,bennett herring,"Monday, 29 February 2016","Sunday, 27 March 2016",27,
10473_312853_2016_S1C_01_I33,10473_312853_2016_S1C_01,10473,R36,I33,Closed,siena cochran,"Monday, 29 February 2016","Friday, 4 March 2016",4,
10473_318727_2016_S1C_01_I40,10473_318727_2016_S1C_01,10473,R09,I40,Closed,hallie matthews,"Monday, 29 February 2016","Tuesday, 22 March 2016",22,
10475_98266_2016_S1C_01_I33,10475_98266_2016_S1C_01,10475,R01,I33,Closed,valeria ayers,"Monday, 29 February 2016","Tuesday, 15 March 2016",15,
10475_98266_2016_S1C_01_I39,10475_98266_2016_S1C_01,10475,R22,I39,Closed,rivka tucker,"Monday, 29 February 2016","Monday, 21 March 2016",21,
10492_1021354_2016_S1C_01_I33,10492_1021354_2016_S1C_01,10492,R36,I33,Closed,tony reynolds,"Monday, 29 February 2016","Monday, 21 March 2016",21,
10492_1021354_2016_S1C_01_I39,10492_1021354_2016_S1C_01,10492,R22,I39,Closed,elyse reyes,"Monday, 29 February 2016","Sunday, 13 March 2016",13,
10498_321068_2016_S1C_01_I39,10498_321068_2016_S1C_01,10498,R22,I39,Closed,annabella golden,"Monday, 29 February 2016","Wednesday, 6 April 2016",37,
10498_324706_2016_S1C_01_I33,10498_324706_2016_S1C_01,10498,R36,I33,Closed,chris lyons,"Monday, 29 February 2016","Friday, 11 March 2016",11,
10500_1312414_2016_S1C_01_I30,10500_1312414_2016_S1C_01,10500,R09,I30,Closed,chris lyons,"Monday, 29 February 2016","Tuesday, 15 March 2016",15,
10500_1312414_2016_S1C_01_I31,10500_1312414_2016_S1C_01,10500,R09,I31,Closed,naomi ochoa,"Monday, 29 February 2016","Thursday, 3 March 2016",3,
10500_1312414_2016_S1C_01_I32,10500_1312414_2016_S1C_01,10500,R09,I32,Closed,skyla ballard,"Monday, 29 February 2016","Wednesday, 30 March 2016",30,
10500_1312414_2016_S1C_01_I40,10500_1312414_2016_S1C_01,10500,R09,I40,Closed,august bates,"Monday, 29 February 2016","Friday, 1 April 2016",32,
10500_921507_2016_S1C_01_I33,10500_921507_2016_S1C_01,10500,R36,I33,Closed,soren shaffer,"Monday, 29 February 2016","Thursday, 10 March 2016",10,
10500_921507_2016_S1C_01_I39,10500_921507_2016_S1C_01,10500,R22,I39,Closed,dustin christian,"Monday, 29 February 2016","Monday, 14 March 2016",14,
10504_312853_2016_S1C_01_I33,10504_312853_2016_S1C_01,10504,R01,I33,Open,eli flynn,"Monday, 29 February 2016",,35,
10504_318727_2016_S1C_01_I30,10504_318727_2016_S1C_01,10504,R09,I30,Closed,frankie malone,"Monday, 29 February 2016","Friday, 8 April 2016",39,
10504_318727_2016_S1C_01_I31,10504_318727_2016_S1C_01,10504,R09,I31,Closed,hallie matthews,"Monday, 29 February 2016","Sunday, 13 March 2016",13,
10504_318727_2016_S1C_01_I32,10504_318727_2016_S1C_01,10504,R09,I32,Open,august bates,"Monday, 29 February 2016",,35,
10504_318727_2016_S1C_01_I40,10504_318727_2016_S1C_01,10504,R09,I40,Open,amiyah franks,"Monday, 29 February 2016",,35,
10509_771581_2016_S1C_06_I33,10509_771581_2016_S1C_06,10509,R36,I33,Closed,eli flynn,"Monday, 4 April 2016","Sunday, 24 April 2016",20,X
10509_771581_2016_S1C_06_I39,10509_771581_2016_S1C_06,10509,R22,I39,Open,joe flynn,"Monday, 4 April 2016",,0,X
10514_1077856_2016_S1C_01_I30,10514_1077856_2016_S1C_01,10514,R09,I30,Closed,amaya reynolds,"Monday, 29 February 2016","Sunday, 20 March 2016",20,
10514_1077856_2016_S1C_01_I31,10514_1077856_2016_S1C_01,10514,R09,I31,Open,hallie matthews,"Monday, 29 February 2016",,35,
10514_1077856_2016_S1C_01_I32,10514_1077856_2016_S1C_01,10514,R09,I32,Open,walter silva,"Monday, 29 February 2016",,35,
10514_1077856_2016_S1C_01_I33,10514_1077856_2016_S1C_01,10514,R01,I33,Closed,nathaly howe,"Monday, 29 February 2016","Saturday, 5 March 2016",5,
10514_1077856_2016_S1C_01_I40,10514_1077856_2016_S1C_01,10514,R09,I40,Closed,brennen payne,"Monday, 29 February 2016","Friday, 4 March 2016",4,
10517_1312726_2016_S1C_01_I33,10517_1312726_2016_S1C_01,10517,R36,I33,Closed,jayden sears,"Monday, 29 February 2016","Tuesday, 8 March 2016",8,
10545_1497586_2016_S1C_02_I33,10545_1497586_2016_S1C_02,10545,R36,I33,Closed,skyla ballard,"Monday, 7 March 2016","Friday, 18 March 2016",11,
10545_1497586_2016_S1C_02_I39,10545_1497586_2016_S1C_02,10545,R22,I39,Closed,nathaly howe,"Monday, 7 March 2016","Sunday, 13 March 2016",6,
10573_1312726_2016_S1C_01_I33,10573_1312726_2016_S1C_01,10573,R36,I33,Closed,eli flynn,"Monday, 29 February 2016","Sunday, 13 March 2016",13,
10586_702065_2016_S1C_01_I33,10586_702065_2016_S1C_01,10586,R01,I33,Closed,skyla ballard,"Monday, 29 February 2016","Thursday, 3 March 2016",3,
10591_1075712_2016_S1C_01_I33,10591_1075712_2016_S1C_01,10591,R01,I33,Closed,sabrina dawson,"Monday, 29 February 2016","Thursday, 31 March 2016",31,
10591_1075712_2016_S1C_01_I39,10591_1075712_2016_S1C_01,10591,R22,I39,Closed,scott bass,"Monday, 29 February 2016","Wednesday, 6 April 2016",37,
106_1252663_2016_S1C_01_I33,106_1252663_2016_S1C_01,106,R36,I33,Closed,mila perry,"Monday, 29 February 2016","Wednesday, 6 April 2016",37,
106_1312726_2016_S1C_01_I30,106_1312726_2016_S1C_01,106,R09,I30,Closed,nathaly howe,"Monday, 29 February 2016","Saturday, 5 March 2016",5,
106_1312726_2016_S1C_01_I31,106_1312726_2016_S1C_01,106,R09,I31,Open,siena cochran,"Monday, 29 February 2016",,35,
106_1312726_2016_S1C_01_I32,106_1312726_2016_S1C_01,106,R09,I32,Closed,ronan cooper,"Monday, 29 February 2016","Friday, 8 April 2016",39,
106_1312726_2016_S1C_01_I40,106_1312726_2016_S1C_01,106,R09,I40,Closed,sabrina dawson,"Monday, 29 February 2016","Saturday, 19 March 2016",19,
10602_1455783_2016_S1C_01_I33,10602_1455783_2016_S1C_01,10602,R01,I33,Closed,walter silva,"Monday, 29 February 2016","Monday, 7 March 2016",7,
10604_1312726_2016_S1C_01_I30,10604_1312726_2016_S1C_01,10604,R09,I30,Closed,frankie malone,"Monday, 29 February 2016","Wednesday, 30 March 2016",30,
10604_1312726_2016_S1C_01_I31,10604_1312726_2016_S1C_01,10604,R09,I31,Open,joe flynn,"Monday, 29 February 2016",,35,
10604_1312726_2016_S1C_01_I32,10604_1312726_2016_S1C_01,10604,R09,I32,Closed,frankie malone,"Monday, 29 February 2016","Friday, 1 April 2016",32,
10604_1312726_2016_S1C_01_I33,10604_1312726_2016_S1C_01,10604,R36,I33,Closed,amiyah franks,"Monday, 29 February 2016","Monday, 29 February 2016",0,
10604_1312726_2016_S1C_01_I40,10604_1312726_2016_S1C_01,10604,R09,I40,Closed,arianna emerson,"Monday, 29 February 2016","Friday, 25 March 2016",25,
10605_12016_2016_S1C_01_I33,10605_12016_2016_S1C_01,10605,R01,I33,Closed,zoe duran,"Monday, 29 February 2016","Tuesday, 1 March 2016",1,
10605_15676_2016_S1C_01_I39,10605_15676_2016_S1C_01,10605,R22,I39,Closed,naomi ochoa,"Monday, 29 February 2016","Monday, 29 February 2016",0,
10614_1079664_2016_S1C_01_I33,10614_1079664_2016_S1C_01,10614,R36,I33,Closed,tony reynolds,"Monday, 29 February 2016","Thursday, 24 March 2016",24,
10628_1253824_2016_S1C_02_I33,10628_1253824_2016_S1C_02,10628,R01,I33,Open,valeria ayers,"Monday, 7 March 2016",,28,
10628_1253824_2016_S1C_02_I39,10628_1253824_2016_S1C_02,10628,R22,I39,Open,soren shaffer,"Monday, 7 March 2016",,28,
10649_1037335_2016_S1C_01_I33,10649_1037335_2016_S1C_01,10649,R02,I33,Closed,rivka tucker,"Monday, 29 February 2016","Monday, 29 February 2016",0,
10658_295717_2016_S1C_01_I30,10658_295717_2016_S1C_01,10658,R09,I30,Closed,kaden talley,"Monday, 29 February 2016","Wednesday, 30 March 2016",30,
10658_295717_2016_S1C_01_I33,10658_295717_2016_S1C_01,10658,R01,I33,Closed,jasmine fischer,"Monday, 29 February 2016","Tuesday, 8 March 2016",8,
10658_295717_2016_S1C_01_I40,10658_295717_2016_S1C_01,10658,R09,I40,Closed,braydon mcintosh,"Monday, 29 February 2016","Saturday, 12 March 2016",12,
10658_97518_2016_S1C_01_I31,10658_97518_2016_S1C_01,10658,R09,I31,Open,siena cochran,"Monday, 29 February 2016",,35,
10658_97518_2016_S1C_01_I32,10658_97518_2016_S1C_01,10658,R09,I32,Closed,scott bass,"Monday, 29 February 2016","Tuesday, 5 April 2016",36,
10659_225826_2016_S1C_01_I30,10659_225826_2016_S1C_01,10659,R09,I30,Closed,zoey yates,"Monday, 29 February 2016","Monday, 29 February 2016",0,
10659_225826_2016_S1C_01_I31,10659_225826_2016_S1C_01,10659,R09,I31,Open,chris lyons,"Monday, 29 February 2016",,35,
10659_225826_2016_S1C_01_I32,10659_225826_2016_S1C_01,10659,R09,I32,Closed,arianna emerson,"Monday, 29 February 2016","Thursday, 10 March 2016",10,
10659_225826_2016_S1C_01_I40,10659_225826_2016_S1C_01,10659,R09,I40,Closed,august bates,"Monday, 29 February 2016","Monday, 14 March 2016",14,
10659_379921_2016_S1C_01_I33,10659_379921_2016_S1C_01,10659,R36,I33,Closed,soren shaffer,"Monday, 29 February 2016","Saturday, 19 March 2016",19,
10669_1079353_2016_S1C_01_I30,10669_1079353_2016_S1C_01,10669,R09,I30,Closed,ayanna christensen,"Monday, 29 February 2016","Thursday, 31 March 2016",31,
10669_1079353_2016_S1C_01_I32,10669_1079353_2016_S1C_01,10669,R09,I32,Closed,anahi simpson,"Monday, 29 February 2016","Monday, 7 March 2016",7,
10669_1079353_2016_S1C_01_I40,10669_1079353_2016_S1C_01,10669,R09,I40,Closed,joe flynn,"Monday, 29 February 2016","Friday, 4 March 2016",4,
10669_1312726_2016_S1C_01_I31,10669_1312726_2016_S1C_01,10669,R09,I31,Closed,valeria ayers,"Monday, 29 February 2016","Saturday, 19 March 2016",19,
10669_379921_2016_S1C_01_I33,10669_379921_2016_S1C_01,10669,R36,I33,Closed,nathaly howe,"Monday, 29 February 2016","Friday, 4 March 2016",4,
10669_379921_2016_S1C_01_I39,10669_379921_2016_S1C_01,10669,R22,I39,Closed,braydon mcintosh,"Monday, 29 February 2016","Wednesday, 2 March 2016",2,
1067_1385993_2016_S1C_03_I33,1067_1385993_2016_S1C_03,1067,R36,I33,Closed,jasmine fischer,"Monday, 14 March 2016","Tuesday, 15 March 2016",1,
1067_1385993_2016_S1C_03_I39,1067_1385993_2016_S1C_03,1067,R22,I39,Closed,frankie malone,"Monday, 14 March 2016","Thursday, 31 March 2016",17,
10678_1079353_2016_S1C_01_I33,10678_1079353_2016_S1C_01,10678,R36,I33,Closed,elyse reyes,"Monday, 29 February 2016","Monday, 7 March 2016",7,
10678_1279126_2016_S1C_01_I30,10678_1279126_2016_S1C_01,10678,R09,I30,Closed,bennett herring,"Monday, 29 February 2016","Monday, 14 March 2016",14,
10678_1279126_2016_S1C_01_I31,10678_1279126_2016_S1C_01,10678,R09,I31,Closed,amiyah franks,"Monday, 29 February 2016","Sunday, 27 March 2016",27,
10678_1279126_2016_S1C_01_I32,10678_1279126_2016_S1C_01,10678,R09,I32,Closed,eli flynn,"Monday, 29 February 2016","Saturday, 26 March 2016",26,
10678_1279126_2016_S1C_01_I40,10678_1279126_2016_S1C_01,10678,R09,I40,Closed,wendy mathews,"Monday, 29 February 2016","Monday, 29 February 2016",0,
10687_1054985_2016_S1C_01_I33,10687_1054985_2016_S1C_01,10687,R36,I33,Closed,ayanna christensen,"Monday, 29 February 2016","Friday, 1 April 2016",32,
1069_537169_2016_S1C_01_I33,1069_537169_2016_S1C_01,1069,R01,I33,Closed,siena cochran,"Monday, 29 February 2016","Monday, 7 March 2016",7,
10716_371564_2016_S1C_01_I30,10716_371564_2016_S1C_01,10716,R09,I30,Closed,wendy mathews,"Monday, 29 February 2016","Wednesday, 6 April 2016",37,
10716_371564_2016_S1C_01_I31,10716_371564_2016_S1C_01,10716,R09,I31,Open,eli flynn,"Monday, 29 February 2016",,35,
10716_371564_2016_S1C_01_I32,10716_371564_2016_S1C_01,10716,R09,I32,Open,frankie malone,"Monday, 29 February 2016",,35,
10716_371564_2016_S1C_01_I33,10716_371564_2016_S1C_01,10716,R36,I33,Closed,nathaly howe,"Monday, 29 February 2016","Wednesday, 23 March 2016",23,
10716_371564_2016_S1C_01_I40,10716_371564_2016_S1C_01,10716,R09,I40,Closed,naomi ochoa,"Monday, 29 February 2016","Friday, 1 April 2016",32,
10719_532520_2016_S1C_01_I33,10719_532520_2016_S1C_01,10719,R01,I33,Closed,memphis blake,"Monday, 29 February 2016","Thursday, 7 April 2016",38,
10719_532520_2016_S1C_01_I39,10719_532520_2016_S1C_01,10719,R22,I39,Closed,amiya richmond,"Monday, 29 February 2016","Wednesday, 2 March 2016",2,
10728_1079353_2016_S1C_01_I31,10728_1079353_2016_S1C_01,10728,R09,I31,Open,bennett herring,"Monday, 29 February 2016",,35,
10728_1079353_2016_S1C_01_I32,10728_1079353_2016_S1C_01,10728,R09,I32,Closed,natalie dale,"Monday, 29 February 2016","Sunday, 20 March 2016",20,
10728_1079353_2016_S1C_01_I40,10728_1079353_2016_S1C_01,10728,R09,I40,Open,memphis blake,"Monday, 29 February 2016",,35,
10728_1275941_2016_S1C_01_I30,10728_1275941_2016_S1C_01,10728,R25,I30,Open,natalie dale,"Monday, 29 February 2016",,35,
10728_1275941_2016_S1C_01_I33,10728_1275941_2016_S1C_01,10728,R25,I33,Closed,skyla ballard,"Monday, 29 February 2016","Sunday, 13 March 2016",13,
10729_265297_2016_S1C_01_I32,10729_265297_2016_S1C_01,10729,R09,I32,Closed,zoe duran,"Monday, 29 February 2016","Saturday, 5 March 2016",5,
10729_371564_2016_S1C_01_I30,10729_371564_2016_S1C_01,10729,R09,I30,Open,brennen payne,"Monday, 29 February 2016",,35,
10729_371564_2016_S1C_01_I31,10729_371564_2016_S1C_01,10729,R09,I31,Closed,scott bass,"Monday, 29 February 2016","Thursday, 31 March 2016",31,
10729_371564_2016_S1C_01_I33,10729_371564_2016_S1C_01,10729,R36,I33,Closed,demarcus klein,"Monday, 29 February 2016","Tuesday, 15 March 2016",15,
10729_371564_2016_S1C_01_I40,10729_371564_2016_S1C_01,10729,R09,I40,Closed,tony reynolds,"Monday, 29 February 2016","Friday, 25 March 2016",25,
10732_1254270_2016_S1C_03_I30,10732_1254270_2016_S1C_03,10732,R25,I30,Closed,miguel joseph,"Monday, 14 March 2016","Sunday, 20 March 2016",6,
10732_1254270_2016_S1C_03_I31,10732_1254270_2016_S1C_03,10732,R25,I31,Closed,kaden talley,"Monday, 14 March 2016","Monday, 28 March 2016",14,
10732_1254270_2016_S1C_03_I32,10732_1254270_2016_S1C_03,10732,R25,I32,Open,brennen payne,"Monday, 14 March 2016",,21,
10732_1254270_2016_S1C_03_I40,10732_1254270_2016_S1C_03,10732,R25,I40,Closed,elyse reyes,"Monday, 14 March 2016","Wednesday, 30 March 2016",16,
10732_761261_2016_S1C_01_I33,10732_761261_2016_S1C_01,10732,R36,I33,Closed,valeria ayers,"Monday, 29 February 2016","Saturday, 12 March 2016",12,
10737_1071111_2016_S1C_01_I33,10737_1071111_2016_S1C_01,10737,R36,I33,Open,marc lopez,"Monday, 29 February 2016",,35,
10737_1071299_2016_S1C_01_I31,10737_1071299_2016_S1C_01,10737,R09,I31,Closed,scott bass,"Monday, 29 February 2016","Sunday, 6 March 2016",6,
10737_1071299_2016_S1C_01_I32,10737_1071299_2016_S1C_01,10737,R09,I32,Closed,memphis blake,"Monday, 29 February 2016","Saturday, 26 March 2016",26,
10737_1071299_2016_S1C_01_I40,10737_1071299_2016_S1C_01,10737,R09,I40,Closed,bennett herring,"Monday, 29 February 2016","Friday, 4 March 2016",4,
10737_1312726_2016_S1C_01_I30,10737_1312726_2016_S1C_01,10737,R09,I30,Closed,joe flynn,"Monday, 29 February 2016","Saturday, 5 March 2016",5,
10743_1079353_2016_S1C_01_I33,10743_1079353_2016_S1C_01,10743,R36,I33,Closed,tony reynolds,"Monday, 29 February 2016","Sunday, 13 March 2016",13,
10743_1079353_2016_S1C_01_I40,10743_1079353_2016_S1C_01,10743,R09,I40,Open,sabrina dawson,"Monday, 29 February 2016",,35,
10743_379921_2016_S1C_01_I30,10743_379921_2016_S1C_01,10743,R09,I30,Closed,demarcus klein,"Monday, 29 February 2016","Sunday, 13 March 2016",13,
10743_379921_2016_S1C_01_I31,10743_379921_2016_S1C_01,10743,R09,I31,Closed,jayden sears,"Monday, 29 February 2016","Wednesday, 16 March 2016",16,
10743_379921_2016_S1C_01_I32,10743_379921_2016_S1C_01,10743,R09,I32,Closed,audrina meyers,"Monday, 29 February 2016","Saturday, 26 March 2016",26,
10770_718874_2016_S1C_02_I33,10770_718874_2016_S1C_02,10770,R36,I33,Open,amaya reynolds,"Monday, 7 March 2016",,28,
10771_1256756_2016_S1C_01_I33,10771_1256756_2016_S1C_01,10771,R36,I33,Closed,kendall norris,"Monday, 29 February 2016","Tuesday, 5 April 2016",36,
10771_1256756_2016_S1C_01_I39,10771_1256756_2016_S1C_01,10771,R22,I39,Open,miguel joseph,"Monday, 29 February 2016",,35,
10772_1072411_2016_S1C_01_I30,10772_1072411_2016_S1C_01,10772,R09,I30,Closed,mila perry,"Monday, 29 February 2016","Thursday, 7 April 2016",38,
10772_1072411_2016_S1C_01_I31,10772_1072411_2016_S1C_01,10772,R09,I31,Open,august bates,"Monday, 29 February 2016",,35,
10772_1072411_2016_S1C_01_I32,10772_1072411_2016_S1C_01,10772,R09,I32,Closed,sabrina dawson,"Monday, 29 February 2016","Monday, 4 April 2016",35,
10772_1312726_2016_S1C_01_I40,10772_1312726_2016_S1C_01,10772,R09,I40,Closed,soren shaffer,"Monday, 29 February 2016","Monday, 14 March 2016",14,
10772_379921_2016_S1C_01_I33,10772_379921_2016_S1C_01,10772,R36,I33,Closed,nathaly howe,"Monday, 29 February 2016","Friday, 25 March 2016",25,
10776_15676_2016_S1C_01_I33,10776_15676_2016_S1C_01,10776,R01,I33,Closed,skyla ballard,"Monday, 29 February 2016","Saturday, 19 March 2016",19,
10776_15676_2016_S1C_01_I39,10776_15676_2016_S1C_01,10776,R22,I39,Closed,zoe duran,"Monday, 29 February 2016","Sunday, 3 April 2016",34,
10777_1379979_2016_S1C_02_I33,10777_1379979_2016_S1C_02,10777,R36,I33,Closed,rivka tucker,"Monday, 7 March 2016","Monday, 28 March 2016",21,
10777_1379979_2016_S1C_02_I39,10777_1379979_2016_S1C_02,10777,R22,I39,Closed,jalen david,"Monday, 7 March 2016","Friday, 18 March 2016",11,
10788_1275124_2016_S1C_01_I31,10788_1275124_2016_S1C_01,10788,R25,I31,Closed,keyla randolph,"Monday, 29 February 2016","Friday, 25 March 2016",25,
10788_1275124_2016_S1C_01_I32,10788_1275124_2016_S1C_01,10788,R25,I32,Closed,damaris myers,"Monday, 29 February 2016","Tuesday, 5 April 2016",36,
10788_1275124_2016_S1C_01_I33,10788_1275124_2016_S1C_01,10788,R25,I33,Closed,skyla ballard,"Monday, 29 February 2016","Saturday, 12 March 2016",12,
10788_1275124_2016_S1C_01_I40,10788_1275124_2016_S1C_01,10788,R25,I40,Closed,ayanna christensen,"Monday, 29 February 2016","Thursday, 10 March 2016",10,
10788_379065_2016_S1C_01_I30,10788_379065_2016_S1C_01,10788,R25,I30,Closed,miguel joseph,"Monday, 29 February 2016","Wednesday, 16 March 2016",16,
10788_409695_2016_S1C_01_I39,10788_409695_2016_S1C_01,10788,R22,I39,Closed,eli flynn,"Monday, 29 February 2016","Friday, 4 March 2016",4,
10795_213883_2016_S1C_01_I33,10795_213883_2016_S1C_01,10795,R36,I33,Closed,damaris myers,"Monday, 29 February 2016","Tuesday, 8 March 2016",8,
10795_213883_2016_S1C_01_I39,10795_213883_2016_S1C_01,10795,R22,I39,Closed,keyla randolph,"Monday, 29 February 2016","Friday, 18 March 2016",18,
108_371564_2016_S1C_01_I33,108_371564_2016_S1C_01,108,R36,I33,Closed,damaris myers,"Monday, 29 February 2016","Tuesday, 22 March 2016",22,
10804_831665_2016_S1C_01_I33,10804_831665_2016_S1C_01,10804,R36,I33,Closed,august bates,"Monday, 29 February 2016","Friday, 18 March 2016",18,
10809_537169_2016_S1C_01_I33,10809_537169_2016_S1C_01,10809,R36,I33,Closed,frankie malone,"Monday, 29 February 2016","Monday, 7 March 2016",7,
10809_537169_2016_S1C_06_I30,10809_537169_2016_S1C_06,10809,R25,I30,Closed,bennett herring,"Monday, 4 April 2016","Thursday, 14 April 2016",10,X
10809_537169_2016_S1C_06_I31,10809_537169_2016_S1C_06,10809,R25,I31,Closed,scott bass,"Monday, 4 April 2016","Sunday, 17 April 2016",13,X
10809_537169_2016_S1C_06_I32,10809_537169_2016_S1C_06,10809,R25,I32,Closed,skyla ballard,"Monday, 4 April 2016","Tuesday, 3 May 2016",29,X
10809_537169_2016_S1C_06_I40,10809_537169_2016_S1C_06,10809,R25,I40,Closed,mila perry,"Monday, 4 April 2016","Monday, 18 April 2016",14,X
10812_1311663_2016_S1C_01_I30,10812_1311663_2016_S1C_01,10812,R09,I30,Closed,tony reynolds,"Monday, 29 February 2016","Wednesday, 30 March 2016",30,
10812_1311663_2016_S1C_01_I31,10812_1311663_2016_S1C_01,10812,R09,I31,Closed,keyla randolph,"Monday, 29 February 2016","Thursday, 10 March 2016",10,
10812_1311663_2016_S1C_01_I33,10812_1311663_2016_S1C_01,10812,R01,I33,Closed,audrina meyers,"Monday, 29 February 2016","Sunday, 20 March 2016",20,
10812_1311663_2016_S1C_01_I40,10812_1311663_2016_S1C_01,10812,R09,I40,Closed,anahi simpson,"Monday, 29 February 2016","Friday, 25 March 2016",25,
10812_1312414_2016_S1C_01_I32,10812_1312414_2016_S1C_01,10812,R09,I32,Open,anastasia crawford,"Monday, 29 February 2016",,35,
10822_416661_2016_S1C_01_I33,10822_416661_2016_S1C_01,10822,R01,I33,Closed,anahi simpson,"Monday, 29 February 2016","Friday, 18 March 2016",18,
